时间,时间,眉山.大石桥站110kV.平大Ⅱ回126有功值,眉山.大石桥站10kV.大玉Ⅰ回913有功值,眉山.大石桥站10kV.大玉Ⅱ回926有功值,眉山.大石桥站10kV.大江Ⅱ回922有功值,眉山.大石桥站10kV.大旭Ⅱ回927有功值,眉山.大石桥站10kV.大旭Ⅰ回931有功值,眉山.大石桥站10kV.大江Ⅰ回933有功值,眉山.大石桥站110kV.平大Ⅰ回大石桥支线122有功值,眉山.大石桥站10kV.大东线916负荷916有功值,眉山.大石桥站10kV.庄大三线大石桥负荷924有功值,眉山.大石桥站10kV.大文一线928负荷928有功值,眉山.大石桥站10kV.大文二线929负荷929有功值,眉山.大石桥站10kV.大圣线941负荷941有功值,眉山.大石桥站10kV.庄大一线大石桥负荷942有功值,眉山.大石桥站10kV.大锦线919负荷919有功值,眉山.大石桥站10kV.大高线911负荷911有功值,眉山.大石桥站10kV.大北线915负荷915有功值,眉山.大石桥站10kV.大南线925负荷925有功值,眉山.大石桥站10kV.庄大二线大石桥负荷917有功值,眉山.大石桥站#2主变-低有功值,眉山.大石桥站#1主变-低有功值,眉山.大石桥站10kV.大学线918负荷918有功值,眉山.大石桥站10kV.大安线932负荷932有功值,眉山.大石桥站10kV.大青线935负荷935有功值
2016/8/2,18:45:00,-34.529,1.709,2.84,1.686,3.074,2.697,2.317,0,3.558,0.836,1.456,2.216,2.899,2.145,0.607,0.168,0.373,3.738,1.253,-18.47,-16.631,0.066,0,0
2016/8/2,19:00:00,-33.992,1.659,2.781,1.606,2.965,2.982,2.251,0,3.583,0.874,1.355,2.127,2.798,2.051,0.592,0.168,0.38,3.687,1.177,-18.202,-16.375,0.066,0,0
2016/8/2,19:15:00,-33.348,1.646,2.686,1.686,2.928,2.844,2.23,0,3.355,0.811,1.342,1.988,2.709,1.988,0.556,0.172,0.541,3.635,1.177,-17.818,-16.083,0.073,0,0
2016/8/2,19:30:00,-32.703,1.608,2.643,1.54,2.916,2.485,2.178,0,3.305,0.773,1.393,2.038,2.684,1.988,0.57,0.164,0.541,3.687,1.177,-17.472,-15.717,0.058,0,0
2016/8/2,19:45:00,-32.542,1.76,2.577,1.475,2.83,2.77,2.135,0,3.279,0.76,1.329,2.038,2.583,1.956,0.534,0.168,0.446,3.599,1.266,-17.357,-15.644,0.066,0,0
2016/8/2,20:00:00,-32.435,1.684,2.635,1.497,2.806,2.77,2.222,0,3.267,0.76,1.304,2.038,2.545,1.988,0.563,0.091,0.563,3.548,1.215,-17.28,-15.608,0.058,0,0
2016/8/2,20:15:00,-34.475,2.026,2.672,1.628,2.94,2.77,2.317,0,3.482,0.786,1.545,2.241,2.937,2.051,0.592,0.084,0.512,3.745,1.279,-18.432,-16.595,0.066,0,0
2016/8/2,20:30:00,-36.194,2.013,2.935,1.577,3.099,3.319,2.42,0,3.71,0.824,1.659,2.266,3.064,2.24,0.614,0.088,0.519,3.92,1.329,-19.277,-17.399,0.066,0,0
2016/8/2,20:45:00,-37.536,2.152,2.986,1.591,3.209,3.341,2.537,0,3.748,0.887,1.684,2.33,3.051,2.303,0.731,0.095,0.468,3.986,1.418,-20.083,-18.057,0.08,0,0
2016/8/2,21:00:00,-37.966,2.178,3.03,1.657,3.294,3.238,2.624,0,3.798,0.925,1.836,2.279,3.153,2.398,0.724,0.095,0.439,3.869,1.38,-20.275,-18.276,0.066,0,0
2016/8/2,21:15:00,-38.825,2.102,3.088,1.621,3.343,3.523,2.727,0,3.887,0.976,1.899,2.342,3.178,2.524,0.746,0.091,0.387,3.949,1.443,-20.736,-18.715,0.08,0,0
2016/8/2,21:30:00,-39.738,2.203,3.175,1.679,3.416,3.64,2.829,0,3.938,1.014,1.975,2.355,3.292,2.556,0.775,0.088,0.395,3.949,1.443,-21.235,-19.153,0.095,0,0
2016/8/2,21:45:00,-39.738,2.19,3.205,1.701,3.465,3.377,2.887,0,4.039,1.014,2.013,2.393,3.305,2.682,0.833,0.08,0.307,3.935,1.443,-21.274,-19.117,0.073,0,0
2016/8/2,22:00:00,-40.168,2.216,3.11,1.701,3.489,3.684,3.048,0,3.976,1.014,2.038,2.317,3.267,2.745,0.819,0.08,0.329,3.949,1.431,-21.427,-19.336,0.08,0,0
2016/8/2,22:15:00,-39.792,2.254,3.008,1.686,3.501,3.597,2.946,0,4.064,1.026,2.051,2.228,3.305,2.745,0.841,0.077,0.278,3.854,1.38,-21.235,-19.153,0.073,0,0
2016/8/2,22:30:00,-39.631,2.216,2.949,1.657,3.404,3.289,2.829,0,3.976,1.039,2.051,2.368,3.748,2.65,0.848,0.077,0.322,3.854,1.443,-21.158,-19.117,0.066,0,0
2016/8/2,22:45:00,-38.342,2.203,2.957,1.606,3.331,3.458,2.749,0,3.874,1.014,1.975,2.292,3.254,2.587,0.819,0.08,0.256,3.701,1.317,-20.467,-18.459,0.08,0,0
2016/8/2,23:00:00,-37.536,2.33,2.759,1.562,3.233,3.319,2.624,0,3.748,0.95,1.874,2.165,3.722,2.524,0.782,0.08,0.234,3.526,1.317,-20.045,-18.093,0.066,0,0
2016/8/2,23:15:00,-35.549,2.279,2.679,1.518,3.074,3.099,2.507,0,3.583,0.963,1.823,2.038,3.102,2.398,0.724,0.077,0.219,3.38,1.266,-18.97,-17.106,0.066,0,0
2016/8/2,23:30:00,-34.368,2.165,2.57,1.423,2.965,3.063,2.39,0,3.482,0.9,1.76,1.747,3.241,2.429,0.673,0.088,0.197,3.343,1.177,-18.355,-16.522,0.058,0,0
2016/8/2,23:45:00,-33.348,1.886,2.511,1.402,2.879,3.092,2.303,0,3.418,0.862,1.722,1.709,3.368,2.24,0.614,0.077,0.197,3.11,1.253,-17.818,-16.046,0.058,0,0
2016/8/3,0:00:00,-29.857,1.747,2.256,1.248,2.635,2.463,2.142,0,3.254,0.824,1.595,1.494,2.608,2.082,0.599,0.073,0.212,2.759,1.114,-15.974,-14.365,0.058,0,0
2016/8/3,0:15:00,-28.998,1.659,2.161,1.226,2.464,2.507,2.018,0,3.077,0.798,1.494,1.469,3.127,1.988,0.57,0.077,0.168,2.526,1.026,-15.514,-13.963,0.058,0,0
2016/8/3,0:30:00,-27.656,1.608,2.102,1.175,2.367,2.522,1.923,0,3.077,0.786,1.456,1.393,2.393,1.893,0.548,0.073,0.168,2.416,1.026,-14.707,-13.305,0.066,0,0
2016/8/3,0:45:00,-26.313,1.595,2.051,1.139,2.306,2.2,1.849,0,2.95,0.748,1.418,1.304,2.507,1.83,0.526,0.073,0.154,2.256,0.899,-14.093,-12.72,0.058,0,0
2016/8/3,1:00:00,-26.152,1.519,1.964,1.088,2.233,2.149,1.82,0,2.811,0.748,1.342,1.266,2.823,1.767,0.504,0.073,0.154,2.154,0.962,-13.939,-12.574,0.051,0,0
2016/8/3,1:15:00,-24.809,1.481,1.942,1.095,2.135,2.368,1.754,0,2.722,0.722,1.329,1.241,2.127,1.641,0.482,0.069,0.154,2.095,0.81,-13.248,-11.953,0.051,0,0
2016/8/3,1:30:00,-24.648,1.519,1.92,1.066,2.086,1.966,1.74,0,2.659,0.71,1.279,1.215,2.722,1.641,0.475,0.077,0.146,2.029,0.798,-13.133,-11.806,0.051,0,0
2016/8/3,1:45:00,-24.111,1.608,1.869,1.051,2.037,1.937,1.696,0,2.596,0.684,1.241,1.165,2.494,1.577,0.468,0.077,0.154,1.978,0.874,-12.902,-11.624,0.044,0,0
2016/8/3,2:00:00,-23.789,1.621,1.869,1.037,1.989,2.237,1.637,0,2.482,0.659,1.19,1.152,2.494,1.514,0.461,0.077,0.154,1.898,0.798,-12.672,-11.477,0.051,0,0
2016/8/3,2:15:00,-22.715,1.57,1.796,1.007,1.928,1.835,1.572,0,2.431,0.672,1.203,1.127,2.228,1.514,0.446,0.073,0.132,1.854,0.785,-12.096,-10.929,0.051,0,0
2016/8/3,2:30:00,-22.447,1.519,1.759,1.007,1.964,1.791,1.542,0,2.431,0.659,1.177,1.089,2.064,1.483,0.431,0.073,0.132,1.825,0.798,-11.942,-10.783,0.044,0,0
2016/8/3,2:45:00,-21.963,1.545,1.759,1.007,1.903,1.915,1.477,0,2.342,0.646,1.177,1.064,2.013,1.42,0.409,0.077,0.139,1.767,0.709,-11.75,-10.564,0.044,0,0
2016/8/3,3:00:00,-21.695,1.304,1.759,0.985,1.867,1.952,1.491,0,2.355,0.621,1.139,1.051,1.962,1.42,0.417,0.077,0.124,1.796,0.747,-11.52,-10.417,0.044,0,0
2016/8/3,3:15:00,-21.05,1.291,1.73,0.985,1.806,1.762,1.433,0,2.304,0.608,1.152,1.026,1.937,1.388,0.395,0.073,0.132,1.737,0.734,-11.213,-10.125,0.044,0,0
2016/8/3,3:30:00,-20.782,1.253,1.708,0.956,1.842,1.689,1.433,0,2.304,0.621,1.139,1,1.912,1.357,0.387,0.077,0.132,1.723,0.684,-11.098,-10.015,0.044,0,0
2016/8/3,3:45:00,-20.782,1.241,1.701,0.964,1.781,1.893,1.425,0,2.203,0.608,1.102,1.026,1.937,1.325,0.387,0.073,0.139,1.672,0.734,-11.098,-10.015,0.044,0,0
2016/8/3,4:00:00,-20.46,1.241,1.679,0.985,1.769,1.652,1.374,0,2.241,0.621,1.102,0.988,1.962,1.294,0.38,0.08,0.124,1.701,0.684,-10.906,-9.832,0.044,0,0
2016/8/3,4:15:00,-20.245,1.253,1.672,0.985,1.793,1.616,1.367,0,2.178,0.621,1.089,0.988,1.924,1.294,0.395,0.077,0.132,1.613,0.646,-10.79,-9.723,0.044,0,0
2016/8/3,4:30:00,-20.299,1.203,1.65,0.949,1.793,1.959,1.36,0,2.216,0.583,1.064,0.962,1.95,1.23,0.358,0.073,0.124,1.599,0.684,-10.829,-9.796,0.044,0,0
2016/8/3,4:45:00,-19.869,1.329,1.591,0.985,1.769,1.608,1.36,0,2.114,0.595,1.064,0.95,1.912,1.23,0.358,0.077,0.124,1.569,0.646,-10.637,-9.577,0.037,0,0
2016/8/3,5:00:00,-19.762,1.405,1.65,0.971,1.72,1.579,1.352,0,2.14,0.595,1.051,0.95,1.95,1.23,0.351,0.077,0.124,1.562,0.633,-10.56,-9.504,0.044,0,0
2016/8/3,5:15:00,-20.084,1.418,1.613,0.964,1.745,1.711,1.323,0,2.178,0.57,1.026,0.962,2.038,1.199,0.358,0.073,0.124,1.548,0.696,-10.675,-9.65,0.044,0,0
2016/8/3,5:30:00,-20.836,1.241,1.599,0.985,1.757,1.879,1.389,0,2.216,0.557,1.026,0.988,2.57,1.23,0.351,0.073,0.117,1.569,0.671,-11.098,-10.015,0.044,0,0
2016/8/3,5:45:00,-20.513,1.228,1.635,1.08,1.806,1.608,1.418,0,2.165,0.57,1.051,1.026,2.608,1.199,0.358,0.069,0.117,1.548,0.646,-10.944,-9.906,0.044,0,0
2016/8/3,6:00:00,-20.621,1.19,1.591,1.051,1.806,1.711,1.367,0,2.228,0.583,1.026,1.064,2.532,1.167,0.351,0.073,0.117,1.526,0.722,-10.982,-9.906,0.037,0,0
2016/8/3,6:15:00,-20.138,1.114,1.584,0.971,1.696,1.747,1.345,0,2.266,0.583,0.962,1.165,2.52,1.167,0.358,0.077,0.124,1.489,0.582,-10.829,-9.723,0.044,0,0
2016/8/3,6:30:00,-20.245,1.266,1.679,0.956,1.732,1.637,1.374,0,2.266,0.557,0.962,1.152,2.254,1.167,0.38,0.077,0.124,1.548,0.608,-10.79,-9.723,0.037,0,0
2016/8/3,6:45:00,-21.05,1.329,1.664,0.971,1.867,1.711,1.433,0,2.19,0.608,1.051,1.177,2.532,1.23,0.358,0.073,0.139,1.518,0.709,-11.251,-10.125,0.044,0,0
2016/8/3,7:00:00,-21.05,1.405,1.73,0.949,1.854,1.798,1.455,0,2.254,0.608,1.038,1.152,2.266,1.262,0.373,0.084,0.124,1.679,0.608,-11.213,-10.161,0.044,0,0
2016/8/3,7:15:00,-20.943,1.418,1.708,1.007,1.83,1.762,1.374,0,2.355,0.646,1.013,1.203,1.899,1.294,0.387,0.08,0.124,1.745,0.62,-11.098,-10.052,0.037,0,0
2016/8/3,7:30:00,-21.856,1.355,1.81,1.102,1.903,1.703,1.455,0,2.507,0.633,1.026,1.253,2.114,1.262,0.38,0.077,0.139,1.708,0.696,-11.635,-10.527,0.044,0,0
2016/8/3,7:45:00,-22.769,1.317,2.219,1.336,2.123,1.601,1.462,0,2.608,0.633,1.026,1.253,2.064,1.262,0.366,0.175,0.132,1.767,0.633,-12.134,-10.929,0.051,0,0
2016/8/3,8:00:00,-24.272,1.431,2.497,1.387,2.22,1.63,1.572,0,2.773,0.659,1.165,1.291,2.089,1.357,0.402,0.168,0.256,1.905,0.747,-12.941,-11.66,0.044,0,0.068
2016/8/3,8:15:00,-25.669,1.342,2.664,1.394,2.391,1.762,1.586,0,3.026,0.697,1.317,1.367,2.33,1.325,0.424,0.161,0.212,2.037,0.747,-13.67,-12.318,0.058,0,0.068
2016/8/3,8:30:00,-27.28,1.405,2.796,1.467,2.586,2.113,1.689,0,3.064,0.71,1.279,1.469,2.469,1.388,0.431,0.164,0.256,2.292,0.772,-14.592,-13.159,0.058,0,0.078
2016/8/3,8:45:00,-28.783,1.57,2.957,1.467,2.916,2.303,1.849,0,3.418,0.646,1.228,1.241,2.633,1.514,0.453,0.168,0.241,2.46,0.848,-15.36,-13.926,0.051,0,0.097
2016/8/3,9:00:00,-31.092,1.912,3.197,1.511,3.038,2.602,1.966,0,3.596,0.608,1.329,1.291,2.963,1.577,0.461,0.161,0.285,2.577,0.912,-16.627,-14.986,0.073,0,0.068
2016/8/3,9:15:00,-32.596,1.899,3.3,1.708,3.148,2.719,2.171,0,3.811,0.557,1.443,1.418,3.254,1.672,0.497,0.164,0.249,2.708,0.937,-17.395,-15.681,0.066,0,0.088
2016/8/3,9:30:00,-33.777,1.988,3.365,1.555,3.245,2.946,2.208,0,3.938,0.633,1.355,1.709,3.292,1.641,0.519,0.168,0.234,2.913,1.013,-18.048,-16.266,0.066,0,0.097
2016/8/3,9:45:00,-34.583,2.051,3.438,1.555,3.355,3.056,2.427,0,4.014,0.608,1.431,1.735,3.305,1.704,0.534,0.168,0.27,2.942,1,-18.47,-16.668,0.088,0,0.107
2016/8/3,10:00:00,-35.388,2.089,3.475,1.599,3.453,3.129,2.42,0,4.014,0.646,1.443,1.773,3.33,1.735,0.577,0.164,0.27,3.197,1.064,-18.931,-17.106,0.073,0,0.107
2016/8/3,10:15:00,-36.409,2.178,3.519,1.387,3.636,3.238,2.463,0,4.077,0.633,1.469,1.621,3.469,1.83,0.599,0.175,0.439,3.351,1.102,-19.43,-17.508,0.073,0,0.097
2016/8/3,10:30:00,-37.214,2.279,3.555,1.372,3.672,3.289,2.544,0,4.229,0.735,1.519,1.671,3.634,1.83,0.614,0.175,0.366,3.395,1.203,-19.891,-17.91,0.08,0,0.078
2016/8/3,10:45:00,-37.859,2.279,3.592,1.402,3.782,3.253,2.624,0,4.229,0.672,1.595,1.684,3.798,1.893,0.643,0.172,0.351,3.577,1.19,-20.237,-18.203,0.088,0,0.097
2016/8/3,11:00:00,-39.792,2.406,3.745,1.38,3.855,3.728,2.807,0,4.457,0.735,1.633,2,3.773,2.051,0.702,0.175,0.409,3.614,1.215,-21.274,-19.19,0.088,0,0.097
2016/8/3,11:15:00,-41.349,2.393,3.811,1.445,3.953,4.116,2.961,0,4.583,0.735,1.659,2.051,4.064,2.082,0.738,0.172,0.366,3.752,1.431,-22.118,-19.957,0.073,0,0.088
2016/8/3,11:30:00,-41.295,2.292,3.818,1.394,3.892,3.794,2.99,0,4.609,0.773,1.684,2.127,4.165,2.177,0.768,0.164,0.366,3.832,1.279,-22.042,-19.848,0.095,0,0.088
2016/8/3,11:45:00,-40.758,2.304,3.738,1.38,3.855,3.509,2.895,0,4.621,0.786,1.608,2.203,4.064,2.272,0.753,0.172,0.373,3.898,1.266,-21.696,-19.665,0.073,0,0.078
2016/8/3,12:00:00,-39.899,2.228,3.635,1.416,3.782,3.64,2.895,0,4.355,0.722,1.545,2.152,3.836,2.145,0.738,0.172,0.395,3.913,1.215,-21.312,-19.19,0.066,0,0.068
2016/8/3,12:15:00,-37.966,2.026,3.489,1.329,3.672,3.589,2.719,0,4.115,0.735,1.469,1.861,3.558,2.145,0.709,0.168,0.38,3.628,1.279,-20.275,-18.276,0.066,0,0.068
2016/8/3,12:30:00,-37.321,2.038,3.402,1.445,3.648,3.428,2.734,0,4.052,0.684,1.405,1.962,3.456,2.019,0.68,0.164,0.373,3.621,1.114,-19.891,-17.984,0.058,0,0
2016/8/3,12:45:00,-38.61,2.14,3.548,1.533,3.66,3.575,2.814,0,4.191,0.697,1.481,2.064,3.583,2.114,0.709,0.161,0.344,3.752,1.304,-20.659,-18.605,0.066,0,0
2016/8/3,13:00:00,-39.416,2.064,3.46,1.482,3.745,3.67,2.8,0,4.343,0.735,1.456,2.038,4.039,2.208,0.694,0.172,0.358,3.818,1.241,-21.082,-18.897,0.066,0,0
2016/8/3,13:15:00,-39.738,2.114,3.519,1.497,3.77,3.765,2.924,0,4.419,0.697,1.583,2.038,3.76,2.303,0.731,0.168,0.366,3.847,1.304,-21.235,-19.153,0.066,0,0
2016/8/3,13:30:00,-39.362,2.14,3.416,1.438,3.697,3.428,2.763,0,4.317,0.735,1.583,2.114,4.254,2.366,0.687,0.179,0.373,3.767,1.165,-21.005,-18.97,0.066,0,0.068
2016/8/3,13:45:00,-37.912,2.102,3.365,1.723,3.623,3.341,2.675,0,4.241,0.684,1.481,1.709,3.482,2.24,0.68,0.172,0.417,3.665,1.215,-20.275,-18.276,0.073,0,0
2016/8/3,14:00:00,-37.805,2.089,3.307,1.788,3.611,3.465,2.573,0,4.14,0.672,1.557,1.621,4.052,2.114,0.658,0.172,0.358,3.562,1.19,-20.237,-18.166,0.073,0,0.078
2016/8/3,14:15:00,-37.375,2.14,3.351,1.774,3.489,3.143,2.61,0,4.102,0.659,1.545,1.773,3.798,2.208,0.636,0.175,0.351,3.446,1.19,-19.968,-18.057,0.073,0,0.078
2016/8/3,14:30:00,-36.838,2.064,3.424,1.847,3.282,3.289,2.551,0,4.052,0.646,1.545,1.811,3.469,2.114,0.636,0.172,0.351,3.46,1.064,-19.661,-17.691,0.088,0,0.088
2016/8/3,14:45:00,-36.946,2.178,3.292,1.832,3.343,3.421,2.493,0,4.026,0.735,1.507,1.811,3.963,1.988,0.621,0.172,0.329,3.139,1.089,-19.699,-17.764,0.066,0,0.088
2016/8/3,15:00:00,-36.033,2.064,3.351,1.81,3.306,3.026,2.58,0,3.938,0.748,1.494,1.836,3.355,2.019,0.592,0.164,0.395,3.27,0.988,-19.238,-17.362,0.066,0,0.078
2016/8/3,15:15:00,-36.194,2.165,3.292,1.818,3.27,3.012,2.478,0,3.938,0.722,1.481,1.811,3.393,1.988,0.614,0.179,0.409,3.351,1.076,-19.354,-17.435,0.073,0,0.097
2016/8/3,15:30:00,-35.764,2.089,3.3,1.81,3.294,3.173,2.485,0,3.95,0.773,1.418,1.823,3.178,2.051,0.592,0.197,0.395,3.227,1.051,-19.123,-17.253,0.073,0,0.097
2016/8/3,15:45:00,-35.174,2.114,3.227,1.767,3.209,3.063,2.463,0,3.938,0.722,1.494,1.785,3.203,1.893,0.57,0.164,0.373,3.241,1.089,-18.778,-16.96,0.066,0,0.097
2016/8/3,16:00:00,-35.012,2.127,3.205,1.774,3.221,3.099,2.368,0,3.887,0.748,1.393,1.709,3.229,1.925,0.548,0.172,0.358,3.19,0.988,-18.701,-16.85,0.066,0,0.078
2016/8/3,16:15:00,-34.529,2.026,3.175,1.788,3.27,2.924,2.273,0,3.849,0.71,1.456,1.646,3.241,1.861,0.563,0.161,0.351,3.146,1.051,-18.432,-16.631,0.066,0,0.078
2016/8/3,16:30:00,-34.798,2.026,3.095,1.788,3.221,3.056,2.251,0,3.887,0.71,1.405,1.621,3.621,1.925,0.577,0.175,0.307,3.205,0.988,-18.586,-16.814,0.073,0,0.088
2016/8/3,16:45:00,-34.851,2,3.175,1.81,3.184,3.107,2.31,0,3.811,0.71,1.317,1.659,3.634,1.925,0.563,0.168,0.292,3.146,1.089,-18.586,-16.814,0.066,0,0.078
2016/8/3,17:00:00,-34.261,2.064,3.081,1.774,3.209,2.887,2.273,0,3.798,0.71,1.469,1.659,3.254,1.893,0.563,0.164,0.307,3.175,1.051,-18.278,-16.485,0.066,0,0.088
2016/8/3,17:15:00,-34.314,2.089,3.168,1.781,3.062,2.968,2.31,0,3.824,0.773,1.431,1.836,2.937,1.925,0.556,0.168,0.3,3.278,1.102,-18.394,-16.522,0.066,0,0.078
2016/8/3,17:30:00,-34.583,2.026,3.102,1.84,3.148,3.063,2.244,0,3.748,0.798,1.443,1.924,2.798,1.956,0.614,0.168,0.336,3.263,1.165,-18.432,-16.668,0.073,0,0.068
2016/8/3,17:45:00,-33.079,1.785,2.818,1.708,2.928,2.697,2.113,0,3.57,0.748,1.291,1.975,2.76,1.925,0.534,0.164,0.417,3.438,1.177,-17.702,-15.973,0.058,0,0.078
2016/8/3,18:00:00,-32.811,1.633,2.73,1.657,2.928,2.749,2.083,0,3.456,0.735,1.304,1.924,2.785,1.925,0.512,0.168,0.424,3.409,1.241,-17.472,-15.79,0.08,0,0.068
2016/8/3,18:15:00,-31.468,1.583,2.533,1.606,2.721,2.632,1.974,0,3.178,0.71,1.165,1.912,3.153,1.767,0.475,0.175,0.38,3.256,1.152,-16.781,-15.169,0.073,0,0.068
2016/8/3,18:30:00,-30.77,1.583,2.54,1.569,2.696,2.383,1.937,0,3.115,0.735,1.177,1.899,3.077,1.798,0.482,0.175,0.38,3.285,1.102,-16.397,-14.804,0.058,0,0
2016/8/3,18:45:00,-30.179,1.697,2.475,1.613,2.696,2.412,1.937,0,2.975,0.71,1.139,1.886,2.57,1.767,0.504,0.164,0.336,3.322,1.152,-16.09,-14.548,0.073,0,0
2016/8/3,19:00:00,-30.287,1.583,2.424,1.569,2.562,2.522,1.952,0,2.925,0.684,1.165,1.886,2.95,1.798,0.504,0.172,0.358,3.249,1.102,-16.166,-14.548,0.051,0,0
2016/8/3,19:15:00,-29.481,1.57,2.387,1.497,2.562,2.237,1.937,0,2.861,0.672,1.089,1.811,2.811,1.704,0.482,0.161,0.453,3.168,1.026,-15.706,-14.219,0.051,0,0
2016/8/3,19:30:00,-29.374,1.469,2.431,1.489,2.525,2.529,1.747,0,2.773,0.659,1.114,1.823,2.38,1.767,0.468,0.164,0.563,3.227,1.089,-15.706,-14.146,0.051,0,0
2016/8/3,19:45:00,-29.105,1.557,2.38,1.387,2.538,2.493,1.798,0,2.798,0.684,1.165,1.836,2.431,1.704,0.468,0.172,0.439,3.051,1.139,-15.514,-13.999,0.066,0,0
2016/8/3,20:00:00,-29.32,1.557,2.387,1.431,2.599,2.361,1.893,0,2.887,0.659,1.165,1.861,2.342,1.767,0.461,0.168,0.57,3.161,1.076,-15.667,-14.182,0.066,0,0
2016/8/3,20:15:00,-31.468,1.849,2.511,1.518,2.769,2.858,2.01,0,3.064,0.684,1.279,1.937,2.596,1.893,0.504,0.172,0.468,3.175,1.177,-16.819,-15.169,0.051,0,0
2016/8/3,20:30:00,-33.187,1.95,2.672,1.533,2.855,3.041,2.135,0,3.203,0.735,1.418,2.089,2.76,1.956,0.599,0.179,0.49,3.424,1.215,-17.741,-16.01,0.073,0,0
2016/8/3,20:45:00,-33.348,1.849,2.708,1.621,2.843,2.88,2.251,0,3.203,0.722,1.532,2.013,2.849,1.988,0.599,0.172,0.526,3.358,1.241,-17.818,-16.046,0.058,0,0
2016/8/3,21:00:00,-34.368,2.026,2.862,1.657,2.928,3.216,2.361,0,3.229,0.849,1.583,1.849,2.887,2.145,0.629,0.164,0.417,3.409,1.203,-18.355,-16.522,0.066,0,0
2016/8/3,21:15:00,-34.529,2.089,2.613,1.643,2.952,3.253,2.434,0,3.279,0.836,1.646,1.874,2.937,2.208,0.694,0.172,0.329,3.497,1.19,-18.47,-16.668,0.058,0,0
2016/8/3,21:30:00,-34.798,1.988,2.679,1.621,3.038,3.004,2.463,0,3.431,0.912,1.646,1.899,2.975,2.24,0.68,0.157,0.366,3.519,1.291,-18.586,-16.814,0.066,0,0
2016/8/3,21:45:00,-34.798,1.912,2.686,1.643,3.038,2.997,2.493,0,3.52,0.887,1.697,1.912,2.963,2.272,0.687,0.154,0.351,3.438,1.203,-18.586,-16.741,0.066,0,0
2016/8/3,22:00:00,-35.12,1.924,2.643,1.613,3.038,3.275,2.471,0,3.482,0.849,1.735,2.127,3.001,2.303,0.738,0.077,0.307,3.519,1.228,-18.778,-16.924,0.073,0,0
2016/8/3,22:15:00,-34.959,1.937,2.606,1.555,3.026,3.209,2.507,0,3.507,0.862,1.697,2.14,3.089,2.335,0.694,0.073,0.314,3.402,1.177,-18.662,-16.887,0.066,0,0
